Contest	Selection	CountItemType	Count
North Carolina;General Assembly Senate District 29	Eddie Gallimore	total	46974
North Carolina;General Assembly Senate District 3	C. (Chuck) Earley, Jr.	absentee-mail	353
North Carolina;General Assembly Senate District 3	C. (Chuck) Earley, Jr.	early	12828
North Carolina;General Assembly Senate District 3	C. (Chuck) Earley, Jr.	election-day	15867
North Carolina;General Assembly Senate District 3	C. (Chuck) Earley, Jr.	provisional	34
North Carolina;General Assembly Senate District 3	C. (Chuck) Earley, Jr.	total	29082
North Carolina;General Assembly Senate District 3	Erica D. Smith	absentee-mail	532
North Carolina;General Assembly Senate District 3	Erica D. Smith	early	17912
North Carolina;General Assembly Senate District 3	Erica D. Smith	election-day	15424
North Carolina;General Assembly Senate District 3	Erica D. Smith	provisional	74
North Carolina;General Assembly Senate District 3	Erica D. Smith	total	33942
North Carolina;General Assembly Senate District 30	Jen Mangrum	absentee-mail	396
North Carolina;General Assembly Senate District 30	Jen Mangrum	early	13511
North Carolina;General Assembly Senate District 30	Jen Mangrum	election-day	9574
North Carolina;General Assembly Senate District 30	Jen Mangrum	provisional	77
North Carolina;General Assembly Senate District 30	Jen Mangrum	total	23558
North Carolina;General Assembly Senate District 30	Philip E. (Phil) Berger	absentee-mail	665
North Carolina;General Assembly Senate District 30	Philip E. (Phil) Berger	early	21014
North Carolina;General Assembly Senate District 30	Philip E. (Phil) Berger	election-day	21308
North Carolina;General Assembly Senate District 30	Philip E. (Phil) Berger	provisional	145
North Carolina;General Assembly Senate District 30	Philip E. (Phil) Berger	total	43132
North Carolina;General Assembly Senate District 30	R. Michael Jordan	absentee-mail	33
North Carolina;General Assembly Senate District 30	R. Michael Jordan	early	956
North Carolina;General Assembly Senate District 30	R. Michael Jordan	election-day	1184
North Carolina;General Assembly Senate District 30	R. Michael Jordan	provisional	9
North Carolina;General Assembly Senate District 30	R. Michael Jordan	total	2182
North Carolina;General Assembly Senate District 31	John Motsinger, Jr.	absentee-mail	1400
North Carolina;General Assembly Senate District 31	John Motsinger, Jr.	early	21028
North Carolina;General Assembly Senate District 31	John Motsinger, Jr.	election-day	12162
North Carolina;General Assembly Senate District 31	John Motsinger, Jr.	provisional	103
North Carolina;General Assembly Senate District 31	John Motsinger, Jr.	total	34693
North Carolina;General Assembly Senate District 31	Joyce Krawiec	absentee-mail	1429
North Carolina;General Assembly Senate District 31	Joyce Krawiec	early	26456
North Carolina;General Assembly Senate District 31	Joyce Krawiec	election-day	26218
North Carolina;General Assembly Senate District 31	Joyce Krawiec	provisional	163
North Carolina;General Assembly Senate District 31	Joyce Krawiec	total	54266
North Carolina;General Assembly Senate District 32	Eric Henderson	absentee-mail	645
North Carolina;General Assembly Senate District 32	Eric Henderson	early	8256
North Carolina;General Assembly Senate District 32	Eric Henderson	election-day	8609
North Carolina;General Assembly Senate District 32	Eric Henderson	provisional	62
North Carolina;General Assembly Senate District 32	Eric Henderson	total	17572
North Carolina;General Assembly Senate District 32	Paul Lowe, Jr.	absentee-mail	1420
North Carolina;General Assembly Senate District 32	Paul Lowe, Jr.	early	28636
North Carolina;General Assembly Senate District 32	Paul Lowe, Jr.	election-day	16911
North Carolina;General Assembly Senate District 32	Paul Lowe, Jr.	provisional	249
North Carolina;General Assembly Senate District 32	Paul Lowe, Jr.	total	47216
North Carolina;General Assembly Senate District 33	Arin Wilhelm	absentee-mail	784
North Carolina;General Assembly Senate District 33	Arin Wilhelm	early	10541
North Carolina;General Assembly Senate District 33	Arin Wilhelm	election-day	10743
North Carolina;General Assembly Senate District 33	Arin Wilhelm	provisional	86
North Carolina;General Assembly Senate District 33	Arin Wilhelm	total	22154
North Carolina;General Assembly Senate District 33	Carl Ford	absentee-mail	875
North Carolina;General Assembly Senate District 33	Carl Ford	early	20949
North Carolina;General Assembly Senate District 33	Carl Ford	election-day	25491
North Carolina;General Assembly Senate District 33	Carl Ford	provisional	158
North Carolina;General Assembly Senate District 33	Carl Ford	total	47473
North Carolina;General Assembly Senate District 34	Beniah McMiller	absentee-mail	1156
North Carolina;General Assembly Senate District 34	Beniah McMiller	early	12526
North Carolina;General Assembly Senate District 34	Beniah McMiller	election-day	9981
North Carolina;General Assembly Senate District 34	Beniah McMiller	provisional	53
North Carolina;General Assembly Senate District 34	Beniah McMiller	total	23716
North Carolina;General Assembly Senate District 34	Vickie Sawyer	absentee-mail	1465
North Carolina;General Assembly Senate District 34	Vickie Sawyer	early	24318
North Carolina;General Assembly Senate District 34	Vickie Sawyer	election-day	28753
North Carolina;General Assembly Senate District 34	Vickie Sawyer	provisional	99
North Carolina;General Assembly Senate District 34	Vickie Sawyer	total	54635
North Carolina;General Assembly Senate District 35	Caroline L. Walker	absentee-mail	1358
North Carolina;General Assembly Senate District 35	Caroline L. Walker	early	18281
North Carolina;General Assembly Senate District 35	Caroline L. Walker	election-day	11369
North Carolina;General Assembly Senate District 35	Caroline L. Walker	provisional	180
North Carolina;General Assembly Senate District 35	Caroline L. Walker	total	31188
North Carolina;General Assembly Senate District 35	Todd Johnson	absentee-mail	955
North Carolina;General Assembly Senate District 35	Todd Johnson	early	27811
North Carolina;General Assembly Senate District 35	Todd Johnson	election-day	20878
North Carolina;General Assembly Senate District 35	Todd Johnson	provisional	204
North Carolina;General Assembly Senate District 35	Todd Johnson	total	49848
North Carolina;General Assembly Senate District 36	Mark E. Shelley	absentee-mail	1488
North Carolina;General Assembly Senate District 36	Mark E. Shelley	early	17476
North Carolina;General Assembly Senate District 36	Mark E. Shelley	election-day	15101
North Carolina;General Assembly Senate District 36	Mark E. Shelley	provisional	351
North Carolina;General Assembly Senate District 36	Mark E. Shelley	total	34416
North Carolina;General Assembly Senate District 36	Paul R. Newton	absentee-mail	1085
North Carolina;General Assembly Senate District 36	Paul R. Newton	early	19661
North Carolina;General Assembly Senate District 36	Paul R. Newton	election-day	23884
North Carolina;General Assembly Senate District 36	Paul R. Newton	provisional	308
North Carolina;General Assembly Senate District 36	Paul R. Newton	total	44938
North Carolina;General Assembly Senate District 37	Jeff Jackson	absentee-mail	1261
North Carolina;General Assembly Senate District 37	Jeff Jackson	early	26548
North Carolina;General Assembly Senate District 37	Jeff Jackson	election-day	24322
North Carolina;General Assembly Senate District 37	Jeff Jackson	provisional	130
North Carolina;General Assembly Senate District 37	Jeff Jackson	total	52261
North Carolina;General Assembly Senate District 37	Nora Trotman	absentee-mail	369
North Carolina;General Assembly Senate District 37	Nora Trotman	early	5016
North Carolina;General Assembly Senate District 37	Nora Trotman	election-day	7959
North Carolina;General Assembly Senate District 37	Nora Trotman	provisional	51
North Carolina;General Assembly Senate District 37	Nora Trotman	total	13395
North Carolina;General Assembly Senate District 37	Stuart Andrew Collins	absentee-mail	16
North Carolina;General Assembly Senate District 37	Stuart Andrew Collins	early	479
North Carolina;General Assembly Senate District 37	Stuart Andrew Collins	election-day	799
North Carolina;General Assembly Senate District 37	Stuart Andrew Collins	provisional	7
North Carolina;General Assembly Senate District 37	Stuart Andrew Collins	total	1301
North Carolina;General Assembly Senate District 38	Mujtaba A. Mohammed	absentee-mail	1125
North Carolina;General Assembly Senate District 38	Mujtaba A. Mohammed	early	29162
North Carolina;General Assembly Senate District 38	Mujtaba A. Mohammed	election-day	23124
North Carolina;General Assembly Senate District 38	Mujtaba A. Mohammed	provisional	152
North Carolina;General Assembly Senate District 38	Mujtaba A. Mohammed	total	53563
North Carolina;General Assembly Senate District 38	Richard Rivette	absentee-mail	475
North Carolina;General Assembly Senate District 38	Richard Rivette	early	4849
North Carolina;General Assembly Senate District 38	Richard Rivette	election-day	6626
North Carolina;General Assembly Senate District 38	Richard Rivette	provisional	22
North Carolina;General Assembly Senate District 38	Richard Rivette	total	11972
North Carolina;General Assembly Senate District 39	Chad Stachowicz	absentee-mail	3113
North Carolina;General Assembly Senate District 39	Chad Stachowicz	early	25110
North Carolina;General Assembly Senate District 39	Chad Stachowicz	election-day	15982
North Carolina;General Assembly Senate District 39	Chad Stachowicz	provisional	68
North Carolina;General Assembly Senate District 39	Chad Stachowicz	total	44273
North Carolina;General Assembly Senate District 39	Dan Bishop	absentee-mail	2238
North Carolina;General Assembly Senate District 39	Dan Bishop	early	23897
North Carolina;General Assembly Senate District 39	Dan Bishop	election-day	23503
North Carolina;General Assembly Senate District 39	Dan Bishop	provisional	60
North Carolina;General Assembly Senate District 39	Dan Bishop	total	49698
North Carolina;General Assembly Senate District 4	Jesse Shearin	absentee-mail	15
North Carolina;General Assembly Senate District 4	Jesse Shearin	early	496
North Carolina;General Assembly Senate District 4	Jesse Shearin	election-day	751
North Carolina;General Assembly Senate District 4	Jesse Shearin	provisional	2
North Carolina;General Assembly Senate District 4	Jesse Shearin	total	1264
North Carolina;General Assembly Senate District 4	Milton F. (Toby) Fitch, Jr.	absentee-mail	424
North Carolina;General Assembly Senate District 4	Milton F. (Toby) Fitch, Jr.	early	19325
North Carolina;General Assembly Senate District 4	Milton F. (Toby) Fitch, Jr.	election-day	16594
North Carolina;General Assembly Senate District 4	Milton F. (Toby) Fitch, Jr.	provisional	116
North Carolina;General Assembly Senate District 4	Milton F. (Toby) Fitch, Jr.	total	36459
North Carolina;General Assembly Senate District 4	Richard Scott	absentee-mail	300
North Carolina;General Assembly Senate District 4	Richard Scott	early	10404
North Carolina;General Assembly Senate District 4	Richard Scott	election-day	14625
North Carolina;General Assembly Senate District 4	Richard Scott	provisional	53
North Carolina;General Assembly Senate District 4	Richard Scott	total	25382
North Carolina;General Assembly Senate District 40	Joyce Waddell	absentee-mail	1042
North Carolina;General Assembly Senate District 40	Joyce Waddell	early	24017
North Carolina;General Assembly Senate District 40	Joyce Waddell	election-day	19581
North Carolina;General Assembly Senate District 40	Joyce Waddell	provisional	133
North Carolina;General Assembly Senate District 40	Joyce Waddell	total	44773
North Carolina;General Assembly Senate District 40	Mr. Bobbie Shields	absentee-mail	537
North Carolina;General Assembly Senate District 40	Mr. Bobbie Shields	early	6309
North Carolina;General Assembly Senate District 40	Mr. Bobbie Shields	election-day	7551
North Carolina;General Assembly Senate District 40	Mr. Bobbie Shields	provisional	29
North Carolina;General Assembly Senate District 40	Mr. Bobbie Shields	total	14426
North Carolina;General Assembly Senate District 41	Jeff Tarte	absentee-mail	1091
North Carolina;General Assembly Senate District 41	Jeff Tarte	early	18815
North Carolina;General Assembly Senate District 41	Jeff Tarte	election-day	17532
North Carolina;General Assembly Senate District 41	Jeff Tarte	provisional	98
North Carolina;General Assembly Senate District 41	Jeff Tarte	total	37536
North Carolina;General Assembly Senate District 41	Natasha Marcus	absentee-mail	1715
North Carolina;General Assembly Senate District 41	Natasha Marcus	early	29259
North Carolina;General Assembly Senate District 41	Natasha Marcus	election-day	18343
North Carolina;General Assembly Senate District 41	Natasha Marcus	provisional	142
North Carolina;General Assembly Senate District 41	Natasha Marcus	total	49459
North Carolina;General Assembly Senate District 42	Andy Wells	absentee-mail	508
North Carolina;General Assembly Senate District 42	Andy Wells	early	24595
North Carolina;General Assembly Senate District 42	Andy Wells	election-day	19085
North Carolina;General Assembly Senate District 42	Andy Wells	provisional	135
North Carolina;General Assembly Senate District 42	Andy Wells	total	44323
North Carolina;General Assembly Senate District 42	Ric Vandett	absentee-mail	497
North Carolina;General Assembly Senate District 42	Ric Vandett	early	13556
North Carolina;General Assembly Senate District 42	Ric Vandett	election-day	8394
North Carolina;General Assembly Senate District 42	Ric Vandett	provisional	75
North Carolina;General Assembly Senate District 42	Ric Vandett	total	22522
North Carolina;General Assembly Senate District 43	Altriese Price	absentee-mail	480
North Carolina;General Assembly Senate District 43	Altriese Price	early	13088
North Carolina;General Assembly Senate District 43	Altriese Price	election-day	9192
North Carolina;General Assembly Senate District 43	Altriese Price	provisional	121
North Carolina;General Assembly Senate District 43	Altriese Price	total	22881
North Carolina;General Assembly Senate District 43	Kathy Harrington	absentee-mail	738
North Carolina;General Assembly Senate District 43	Kathy Harrington	early	21874
North Carolina;General Assembly Senate District 43	Kathy Harrington	election-day	20128
North Carolina;General Assembly Senate District 43	Kathy Harrington	provisional	166
North Carolina;General Assembly Senate District 43	Kathy Harrington	total	42906
North Carolina;General Assembly Senate District 43	Mitchell D. Bridges	absentee-mail	24
North Carolina;General Assembly Senate District 43	Mitchell D. Bridges	early	776
North Carolina;General Assembly Senate District 43	Mitchell D. Bridges	election-day	1086
North Carolina;General Assembly Senate District 43	Mitchell D. Bridges	provisional	14
North Carolina;General Assembly Senate District 43	Mitchell D. Bridges	total	1900
North Carolina;General Assembly Senate District 44	David Lee Lattimore	absentee-mail	518
North Carolina;General Assembly Senate District 44	David Lee Lattimore	early	12111
North Carolina;General Assembly Senate District 44	David Lee Lattimore	election-day	8519
North Carolina;General Assembly Senate District 44	David Lee Lattimore	provisional	56
North Carolina;General Assembly Senate District 44	David Lee Lattimore	total	21204
North Carolina;General Assembly Senate District 44	Ted Alexander	absentee-mail	662
North Carolina;General Assembly Senate District 44	Ted Alexander	early	22883
North Carolina;General Assembly Senate District 44	Ted Alexander	election-day	23174
North Carolina;General Assembly Senate District 44	Ted Alexander	provisional	142
North Carolina;General Assembly Senate District 44	Ted Alexander	total	46861
North Carolina;General Assembly Senate District 45	Deanna Ballard	absentee-mail	997
North Carolina;General Assembly Senate District 45	Deanna Ballard	early	22224
North Carolina;General Assembly Senate District 45	Deanna Ballard	election-day	25611
North Carolina;General Assembly Senate District 45	Deanna Ballard	provisional	165
North Carolina;General Assembly Senate District 45	Deanna Ballard	total	48997
North Carolina;General Assembly Senate District 45	Wes Luther	absentee-mail	815
North Carolina;General Assembly Senate District 45	Wes Luther	early	15959
North Carolina;General Assembly Senate District 45	Wes Luther	election-day	9307
North Carolina;General Assembly Senate District 45	Wes Luther	provisional	212
North Carolina;General Assembly Senate District 45	Wes Luther	total	26293
North Carolina;General Assembly Senate District 46	Art Sherwood	absentee-mail	409
North Carolina;General Assembly Senate District 46	Art Sherwood	early	11102
North Carolina;General Assembly Senate District 46	Art Sherwood	election-day	6685
North Carolina;General Assembly Senate District 46	Art Sherwood	provisional	22
North Carolina;General Assembly Senate District 46	Art Sherwood	total	18218
North Carolina;General Assembly Senate District 46	Warren Daniel	absentee-mail	542
North Carolina;General Assembly Senate District 46	Warren Daniel	early	22835
North Carolina;General Assembly Senate District 46	Warren Daniel	election-day	18961
North Carolina;General Assembly Senate District 46	Warren Daniel	provisional	107
North Carolina;General Assembly Senate District 46	Warren Daniel	total	42445
North Carolina;General Assembly Senate District 47	David Wheeler	absentee-mail	886
North Carolina;General Assembly Senate District 47	David Wheeler	early	15735
North Carolina;General Assembly Senate District 47	David Wheeler	election-day	10033
North Carolina;General Assembly Senate District 47	David Wheeler	provisional	123
North Carolina;General Assembly Senate District 47	David Wheeler	total	26777
North Carolina;General Assembly Senate District 47	Ralph Hise	absentee-mail	833
North Carolina;General Assembly Senate District 47	Ralph Hise	early	22672
North Carolina;General Assembly Senate District 47	Ralph Hise	election-day	20575
North Carolina;General Assembly Senate District 47	Ralph Hise	provisional	225
North Carolina;General Assembly Senate District 47	Ralph Hise	total	44305
North Carolina;General Assembly Senate District 48	Chuck Edwards	absentee-mail	1381
North Carolina;General Assembly Senate District 48	Chuck Edwards	early	25236
North Carolina;General Assembly Senate District 48	Chuck Edwards	election-day	22339
North Carolina;General Assembly Senate District 48	Chuck Edwards	provisional	117
North Carolina;General Assembly Senate District 48	Chuck Edwards	total	49073
North Carolina;General Assembly Senate District 48	Norm Bossert	absentee-mail	1689
North Carolina;General Assembly Senate District 48	Norm Bossert	early	24144
North Carolina;General Assembly Senate District 48	Norm Bossert	election-day	12241
North Carolina;General Assembly Senate District 48	Norm Bossert	provisional	73
North Carolina;General Assembly Senate District 48	Norm Bossert	total	38147
North Carolina;General Assembly Senate District 49	Lyndon John Smith	absentee-mail	48
North Carolina;General Assembly Senate District 49	Lyndon John Smith	early	1077
North Carolina;General Assembly Senate District 49	Lyndon John Smith	election-day	1144
North Carolina;General Assembly Senate District 49	Lyndon John Smith	provisional	21
North Carolina;General Assembly Senate District 49	Lyndon John Smith	total	2290
North Carolina;General Assembly Senate District 49	Mark Crawford	absentee-mail	580
North Carolina;General Assembly Senate District 49	Mark Crawford	early	18665
North Carolina;General Assembly Senate District 49	Mark Crawford	election-day	13172
North Carolina;General Assembly Senate District 49	Mark Crawford	provisional	102
North Carolina;General Assembly Senate District 49	Mark Crawford	total	32519
North Carolina;General Assembly Senate District 49	Terry Van Duyn	absentee-mail	1623
North Carolina;General Assembly Senate District 49	Terry Van Duyn	early	42968
North Carolina;General Assembly Senate District 49	Terry Van Duyn	election-day	16284
North Carolina;General Assembly Senate District 49	Terry Van Duyn	provisional	217
North Carolina;General Assembly Senate District 49	Terry Van Duyn	total	61092
North Carolina;General Assembly Senate District 5	Don Davis	absentee-mail	742
North Carolina;General Assembly Senate District 5	Don Davis	early	20479
North Carolina;General Assembly Senate District 5	Don Davis	election-day	14471
North Carolina;General Assembly Senate District 5	Don Davis	provisional	629
North Carolina;General Assembly Senate District 5	Don Davis	total	36321
North Carolina;General Assembly Senate District 5	Kimberly Robb	absentee-mail	238
North Carolina;General Assembly Senate District 5	Kimberly Robb	early	14938
North Carolina;General Assembly Senate District 5	Kimberly Robb	election-day	13803
North Carolina;General Assembly Senate District 5	Kimberly Robb	provisional	338
North Carolina;General Assembly Senate District 5	Kimberly Robb	total	29317
North Carolina;General Assembly Senate District 50	Bobby Kuppers	absentee-mail	832
North Carolina;General Assembly Senate District 50	Bobby Kuppers	early	20007
North Carolina;General Assembly Senate District 50	Bobby Kuppers	election-day	10922
North Carolina;General Assembly Senate District 50	Bobby Kuppers	provisional	90
North Carolina;General Assembly Senate District 50	Bobby Kuppers	total	31851
North Carolina;General Assembly Senate District 50	Jim Davis	absentee-mail	933
North Carolina;General Assembly Senate District 50	Jim Davis	early	25511
North Carolina;General Assembly Senate District 50	Jim Davis	election-day	21821
North Carolina;General Assembly Senate District 50	Jim Davis	provisional	122
North Carolina;General Assembly Senate District 50	Jim Davis	total	48387
North Carolina;General Assembly Senate District 6	Harry Brown	absentee-mail	347
North Carolina;General Assembly Senate District 6	Harry Brown	early	9491
North Carolina;General Assembly Senate District 6	Harry Brown	election-day	17130
North Carolina;General Assembly Senate District 6	Harry Brown	provisional	260
North Carolina;General Assembly Senate District 6	Harry Brown	total	27228
North Carolina;General Assembly Senate District 6	Joseph (Joe) Webb	absentee-mail	307
North Carolina;General Assembly Senate District 6	Joseph (Joe) Webb	early	6993
North Carolina;General Assembly Senate District 6	Joseph (Joe) Webb	election-day	7137
North Carolina;General Assembly Senate District 6	Joseph (Joe) Webb	provisional	178
North Carolina;General Assembly Senate District 6	Joseph (Joe) Webb	total	14615
North Carolina;General Assembly Senate District 7	David B. Brantley	absentee-mail	450
North Carolina;General Assembly Senate District 7	David B. Brantley	early	16346
North Carolina;General Assembly Senate District 7	David B. Brantley	election-day	9033
North Carolina;General Assembly Senate District 7	David B. Brantley	provisional	111
North Carolina;General Assembly Senate District 7	David B. Brantley	total	25940
North Carolina;General Assembly Senate District 7	Louis Milford Pate, Jr.	absentee-mail	358
North Carolina;General Assembly Senate District 7	Louis Milford Pate, Jr.	early	17964
North Carolina;General Assembly Senate District 7	Louis Milford Pate, Jr.	election-day	11911
North Carolina;General Assembly Senate District 7	Louis Milford Pate, Jr.	provisional	96
North Carolina;General Assembly Senate District 7	Louis Milford Pate, Jr.	total	30329
North Carolina;General Assembly Senate District 8	Anthony H. Mascolo	absentee-mail	39
North Carolina;General Assembly Senate District 8	Anthony H. Mascolo	early	1485
North Carolina;General Assembly Senate District 8	Anthony H. Mascolo	election-day	1214
North Carolina;General Assembly Senate District 8	Anthony H. Mascolo	provisional	26
North Carolina;General Assembly Senate District 8	Anthony H. Mascolo	total	2764
North Carolina;General Assembly Senate District 8	Bill Rabon	absentee-mail	1033
North Carolina;General Assembly Senate District 8	Bill Rabon	early	32684
North Carolina;General Assembly Senate District 8	Bill Rabon	election-day	20906
North Carolina;General Assembly Senate District 8	Bill Rabon	provisional	401
North Carolina;General Assembly Senate District 8	Bill Rabon	total	55024
North Carolina;General Assembly Senate District 8	David W. Sink, Jr.	absentee-mail	1011
North Carolina;General Assembly Senate District 8	David W. Sink, Jr.	early	23047
North Carolina;General Assembly Senate District 8	David W. Sink, Jr.	election-day	11901
North Carolina;General Assembly Senate District 8	David W. Sink, Jr.	provisional	232
North Carolina;General Assembly Senate District 8	David W. Sink, Jr.	total	36191
North Carolina;General Assembly Senate District 9	Ethan Bickley	absentee-mail	41
North Carolina;General Assembly Senate District 9	Ethan Bickley	early	1336
North Carolina;General Assembly Senate District 9	Ethan Bickley	election-day	1265
North Carolina;General Assembly Senate District 9	Ethan Bickley	provisional	29
North Carolina;General Assembly Senate District 9	Ethan Bickley	total	2671
North Carolina;General Assembly Senate District 9	Harper Peterson	absentee-mail	1076
North Carolina;General Assembly Senate District 9	Harper Peterson	early	27351
North Carolina;General Assembly Senate District 9	Harper Peterson	election-day	13571
North Carolina;General Assembly Senate District 9	Harper Peterson	provisional	259
North Carolina;General Assembly Senate District 9	Harper Peterson	total	42257
North Carolina;General Assembly Senate District 9	Michael Lee	absentee-mail	765
North Carolina;General Assembly Senate District 9	Michael Lee	early	23379
North Carolina;General Assembly Senate District 9	Michael Lee	election-day	17648
North Carolina;General Assembly Senate District 9	Michael Lee	provisional	234
North Carolina;General Assembly Senate District 9	Michael Lee	total	42026
North Carolina;US Congress House of Representatives District 1	G. K. Butterfield	absentee-mail	3341
North Carolina;US Congress House of Representatives District 1	G. K. Butterfield	early	111148
North Carolina;US Congress House of Representatives District 1	G. K. Butterfield	election-day	74809
North Carolina;US Congress House of Representatives District 1	G. K. Butterfield	provisional	1147
North Carolina;US Congress House of Representatives District 1	G. K. Butterfield	total	190445
North Carolina;US Congress House of Representatives District 1	Roger W. Allison	absentee-mail	1051
North Carolina;US Congress House of Representatives District 1	Roger W. Allison	early	37673
North Carolina;US Congress House of Representatives District 1	Roger W. Allison	election-day	43147
North Carolina;US Congress House of Representatives District 1	Roger W. Allison	provisional	338
North Carolina;US Congress House of Representatives District 1	Roger W. Allison	total	82209
North Carolina;US Congress House of Representatives District 10	David Wilson Brown	absentee-mail	2920
North Carolina;US Congress House of Representatives District 10	David Wilson Brown	early	69733
North Carolina;US Congress House of Representatives District 10	David Wilson Brown	election-day	40186
North Carolina;US Congress House of Representatives District 10	David Wilson Brown	provisional	420
North Carolina;US Congress House of Representatives District 10	David Wilson Brown	total	113259
North Carolina;US Congress House of Representatives District 10	Patrick McHenry	absentee-mail	2692
North Carolina;US Congress House of Representatives District 10	Patrick McHenry	early	84218
North Carolina;US Congress House of Representatives District 10	Patrick McHenry	election-day	77463
North Carolina;US Congress House of Representatives District 10	Patrick McHenry	provisional	596
North Carolina;US Congress House of Representatives District 10	Patrick McHenry	total	164969
North Carolina;US Congress House of Representatives District 11	Clifton B. Ingram, Jr.	absentee-mail	103
North Carolina;US Congress House of Representatives District 11	Clifton B. Ingram, Jr.	early	2747
North Carolina;US Congress House of Representatives District 11	Clifton B. Ingram, Jr.	election-day	3244
North Carolina;US Congress House of Representatives District 11	Clifton B. Ingram, Jr.	provisional	52
North Carolina;US Congress House of Representatives District 11	Clifton B. Ingram, Jr.	total	6146
North Carolina;US Congress House of Representatives District 11	Mark Meadows	absentee-mail	3432
North Carolina;US Congress House of Representatives District 11	Mark Meadows	early	96520
North Carolina;US Congress House of Representatives District 11	Mark Meadows	election-day	77559
North Carolina;US Congress House of Representatives District 11	Mark Meadows	provisional	501
North Carolina;US Congress House of Representatives District 11	Mark Meadows	total	178012
North Carolina;US Congress House of Representatives District 11	Phillip G. Price	absentee-mail	3799
North Carolina;US Congress House of Representatives District 11	Phillip G. Price	early	76087
North Carolina;US Congress House of Representatives District 11	Phillip G. Price	election-day	36337
North Carolina;US Congress House of Representatives District 11	Phillip G. Price	provisional	285
North Carolina;US Congress House of Representatives District 11	Phillip G. Price	total	116508
North Carolina;US Congress House of Representatives District 12	Alma Adams	absentee-mail	5212
North Carolina;US Congress House of Representatives District 12	Alma Adams	early	110413
North Carolina;US Congress House of Representatives District 12	Alma Adams	election-day	87616
North Carolina;US Congress House of Representatives District 12	Alma Adams	provisional	733
North Carolina;US Congress House of Representatives District 12	Alma Adams	total	203974
North Carolina;US Congress House of Representatives District 12	Paul Wright	absentee-mail	2352
North Carolina;US Congress House of Representatives District 12	Paul Wright	early	34094
North Carolina;US Congress House of Representatives District 12	Paul Wright	election-day	38495
North Carolina;US Congress House of Representatives District 12	Paul Wright	provisional	223
North Carolina;US Congress House of Representatives District 12	Paul Wright	total	75164
North Carolina;US Congress House of Representatives District 13	Kathy Manning	absentee-mail	4855
North Carolina;US Congress House of Representatives District 13	Kathy Manning	early	68301
North Carolina;US Congress House of Representatives District 13	Kathy Manning	election-day	56961
North Carolina;US Congress House of Representatives District 13	Kathy Manning	provisional	285
North Carolina;US Congress House of Representatives District 13	Kathy Manning	total	130402
North Carolina;US Congress House of Representatives District 13	Robert Corriher	absentee-mail	74
North Carolina;US Congress House of Representatives District 13	Robert Corriher	early	1054
North Carolina;US Congress House of Representatives District 13	Robert Corriher	election-day	1696
North Carolina;US Congress House of Representatives District 13	Robert Corriher	provisional	7
North Carolina;US Congress House of Representatives District 13	Robert Corriher	total	2831
North Carolina;US Congress House of Representatives District 13	Ted Budd	absentee-mail	3655
North Carolina;US Congress House of Representatives District 13	Ted Budd	early	71546
North Carolina;US Congress House of Representatives District 13	Ted Budd	election-day	72128
North Carolina;US Congress House of Representatives District 13	Ted Budd	provisional	241
North Carolina;US Congress House of Representatives District 13	Ted Budd	total	147570
North Carolina;US Congress House of Representatives District 13	Tom Bailey	absentee-mail	117
North Carolina;US Congress House of Representatives District 13	Tom Bailey	early	1981
North Carolina;US Congress House of Representatives District 13	Tom Bailey	election-day	3389
North Carolina;US Congress House of Representatives District 13	Tom Bailey	provisional	26
North Carolina;US Congress House of Representatives District 13	Tom Bailey	total	5513
North Carolina;US Congress House of Representatives District 2	George Holding	absentee-mail	4725
North Carolina;US Congress House of Representatives District 2	George Holding	early	74889
North Carolina;US Congress House of Representatives District 2	George Holding	election-day	89379
North Carolina;US Congress House of Representatives District 2	George Holding	provisional	1057
North Carolina;US Congress House of Representatives District 2	George Holding	total	170050
North Carolina;US Congress House of Representatives District 2	Jeff Matemu	absentee-mail	335
North Carolina;US Congress House of Representatives District 2	Jeff Matemu	early	3439
North Carolina;US Congress House of Representatives District 2	Jeff Matemu	election-day	5783
North Carolina;US Congress House of Representatives District 2	Jeff Matemu	provisional	97
North Carolina;US Congress House of Representatives District 2	Jeff Matemu	total	9654
North Carolina;US Congress House of Representatives District 2	Linda Coleman	absentee-mail	6929
North Carolina;US Congress House of Representatives District 2	Linda Coleman	early	84144
North Carolina;US Congress House of Representatives District 2	Linda Coleman	election-day	59829
North Carolina;US Congress House of Representatives District 2	Linda Coleman	provisional	1064
North Carolina;US Congress House of Representatives District 2	Linda Coleman	total	151966
North Carolina;US Congress House of Representatives District 3	Walter B. Jones	absentee-mail	2842
North Carolina;US Congress House of Representatives District 3	Walter B. Jones	early	91616
North Carolina;US Congress House of Representatives District 3	Walter B. Jones	election-day	92427
North Carolina;US Congress House of Representatives District 3	Walter B. Jones	provisional	1016
North Carolina;US Congress House of Representatives District 3	Walter B. Jones	total	187901
North Carolina;US Congress House of Representatives District 4	Barbara Howe	absentee-mail	338
North Carolina;US Congress House of Representatives District 4	Barbara Howe	early	4615
North Carolina;US Congress House of Representatives District 4	Barbara Howe	election-day	7175
North Carolina;US Congress House of Representatives District 4	Barbara Howe	provisional	156
North Carolina;US Congress House of Representatives District 4	Barbara Howe	total	12284
North Carolina;US Congress House of Representatives District 4	David Price	absentee-mail	8058
North Carolina;US Congress House of Representatives District 4	David Price	early	138086
