	Name	ReportingUnitType
3677	North Carolina;Burke County;48	precinct
3686	North Carolina;Lincoln County;OS EAST	vote-center
3687	North Carolina;Jackson County;OS OFF	vote-center
3688	North Carolina;Union County;43	precinct
3691	North Carolina;Davie County;1	precinct
3693	North Carolina;Wake County;29-Jan	precinct
3699	North Carolina;Stanly County;212	precinct
3702	North Carolina;Union County;25	precinct
3703	North Carolina;Wake County;11-Apr	precinct
3706	North Carolina;Mecklenburg County;88	precinct
3707	North Carolina;Wayne County;OS PHL	vote-center
3709	North Carolina;Macon County;ONE STOP BOE	vote-center
3711	North Carolina;Forsyth County;ABSENTEE	absentee
3717	North Carolina;Davidson County;OS MIDWAY FIRE DEPT	vote-center
3726	North Carolina;Macon County;4	precinct
3728	North Carolina;Union County;13	precinct
3729	North Carolina;Mecklenburg County;14	precinct
3732	North Carolina;Durham County;OS SRL	vote-center
3735	North Carolina;Mecklenburg County;83	precinct
3740	North Carolina;Mecklenburg County;37	precinct
3743	North Carolina;Burke County;14	precinct
3750	North Carolina;Davie County;7	precinct
3751	North Carolina;Edgecombe County;101	precinct
3752	North Carolina;Edgecombe County;801	precinct
3754	North Carolina;Bladen County;ABSENTEE	absentee
3765	North Carolina;Wake County;2-Feb	precinct
3768	North Carolina;Forsyth County;32	precinct
3775	North Carolina;Catawba County;8	precinct
3776	North Carolina;Watauga County;ONE STOP FOSCOE	vote-center
3787	North Carolina;Hoke County;4	precinct
3794	North Carolina;Johnston County;SMITHFIELD OS	vote-center
3799	North Carolina;Cabarrus County;Jun-00	precinct
3804	North Carolina;Rowan County;8	precinct
3808	North Carolina;Rowan County;2	precinct
3811	North Carolina;Northampton County;ONE STOP RICH SQUARE	vote-center
3814	North Carolina;Stokes County;2	precinct
3816	North Carolina;Warren County;4	precinct
3819	North Carolina;Wake County;17-12	precinct
3820	North Carolina;Mecklenburg County;1	precinct
3822	North Carolina;Gaston County;BOE OFFICE	board-of-elections
3823	North Carolina;Warren County;10	precinct
3824	North Carolina;Buncombe County;ONESTOP-FVBL	vote-center
3830	North Carolina;Cabarrus County;12-Apr	precinct
3832	North Carolina;Wake County;12-Jan	precinct
3835	North Carolina;Cabarrus County;Sep-00	precinct
3837	North Carolina;Forsyth County;PROVISIONAL	provisional
3838	North Carolina;Guilford County;PROVISIONAL	provisional
3841	North Carolina;Cumberland County;PROVISIONAL	provisional
3843	North Carolina;Franklin County;2	precinct
3844	North Carolina;Forsyth County;91	precinct
3848	North Carolina;Union County;8	precinct
3850	North Carolina;Edgecombe County;501	precinct
3853	North Carolina;Mecklenburg County;70	precinct
3855	North Carolina;Wake County;1-Apr	precinct
3861	North Carolina;Cabarrus County;8-Apr	precinct
3862	North Carolina;Edgecombe County;601	precinct
3874	North Carolina;Nash County;OS NASHVILLE	vote-center
3876	North Carolina;Wake County;4-Feb	precinct
3883	North Carolina;Orange County;OS CARRBORO	vote-center
3885	North Carolina;Burke County;11	precinct
3889	North Carolina;Watauga County;ONE STOP ADMIN	vote-center
3892	North Carolina;Cabarrus County;11-Dec	precinct
3893	North Carolina;Brunswick County;8	precinct
3894	North Carolina;Wake County;Jan-46	precinct
3899	North Carolina;Buncombe County;ONESTOP-WVTH	vote-center
3907	North Carolina;Haywood County;TRANSFER	transfer
3909	North Carolina;Stanly County;27	precinct
3912	North Carolina;Wake County;OSHS	vote-center
3916	North Carolina;Wake County;2-Jan	precinct
3919	North Carolina;Cabarrus County;7-Feb	precinct
3921	North Carolina;Avery County;6	precinct
3923	North Carolina;Buncombe County;ONESTOP-SBBL	vote-center
3934	North Carolina;Mecklenburg County;36	precinct
3947	North Carolina;Cabarrus County;13-Dec	precinct
3952	North Carolina;Johnston County;PROVIDENCE OS	vote-center
3955	North Carolina;Union County;2	precinct
3956	North Carolina;Wake County;Jan-34	precinct
3957	North Carolina;Union County;34	precinct
3958	North Carolina;Stanly County;PROVISIONAL	provisional
3963	North Carolina;Pitt County;ABSENTEE	absentee
3964	North Carolina;Forsyth County;62	precinct
3965	North Carolina;Northampton County;ONE STOP BOE	vote-center
3971	North Carolina;Jackson County;SDC	precinct
3974	North Carolina;Forsyth County;42	precinct
3976	North Carolina;Wake County;OSNR	vote-center
3979	North Carolina;Durham County;OS CJRC	vote-center
3984	North Carolina;Wake County;10-Jul	precinct
3986	North Carolina;Union County;30	precinct
3992	North Carolina;Warren County;2	precinct
3996	North Carolina;Hoke County;1	precinct
3999	North Carolina;Stanly County;16	precinct
4000	North Carolina;Buncombe County;ONESTOP-WABL	vote-center
4006	North Carolina;Durham County;OS ERL	vote-center
4015	North Carolina;Mecklenburg County;22	precinct
4016	North Carolina;Wake County;2-Dec	precinct
4018	North Carolina;Robeson County;PEM	vote-center
4022	North Carolina;Edgecombe County;201	precinct
4024	North Carolina;Mcdowell County;3-Mar	precinct
4026	North Carolina;Robeson County;LOB	vote-center
4027	North Carolina;Stokes County;1618	precinct
4029	North Carolina;Alamance County;35	precinct
4030	North Carolina;Henderson County;OS FLAT ROCK	vote-center
4033	North Carolina;New Hanover County;OS CAB	vote-center
4036	North Carolina;Wake County;Mar-00	precinct
4040	North Carolina;Wake County;23-Jan	precinct
4055	North Carolina;Wake County;7-Jun	precinct
4059	North Carolina;Guilford County;ONE-STOP	vote-center
4063	North Carolina;Hertford County;OS OFFICE	vote-center
4064	North Carolina;Columbus County;CHADBOURN OS	vote-center
4066	North Carolina;Craven County;DFB9	precinct
4067	North Carolina;Mecklenburg County;2	precinct
4069	North Carolina;Mecklenburg County;ABSENTEE BY MAIL	absentee
4070	North Carolina;Wake County;10-Jun	precinct
4074	North Carolina;Alleghany County;ONE STOP	vote-center
4080	North Carolina;Gaston County;4	precinct
4088	North Carolina;Stanly County;3	precinct
4089	North Carolina;Cumberland County;OS D	vote-center
4095	North Carolina;Mecklenburg County;60	precinct
4098	North Carolina;Cabarrus County;3-Dec	precinct
4102	North Carolina;Mecklenburg County;32	precinct
4108	North Carolina;Richmond County;ONE STOP	vote-center
4119	North Carolina;Burke County;3	precinct
4123	North Carolina;Union County;15	precinct
4124	North Carolina;Mecklenburg County;49	precinct
4128	North Carolina;Wake County;5-Dec	precinct
4131	North Carolina;Wake County;4-Jul	precinct
4138	North Carolina;Alleghany County;4	precinct
4139	North Carolina;Wake County;4-Jan	precinct
4143	North Carolina;Mecklenburg County;73	precinct
4146	North Carolina;Pitt County;901	precinct
4147	North Carolina;Mecklenburg County;64	precinct
4153	North Carolina;Mecklenburg County;91	precinct
4159	North Carolina;Forsyth County;63	precinct
4160	North Carolina;Forsyth County;51	precinct
4166	North Carolina;Gates County;GATES RURITAN CLUB	vote-center
4167	North Carolina;Wake County;6-Dec	precinct
4173	North Carolina;Mecklenburg County;3	precinct
4175	North Carolina;Robeson County;1	precinct
4183	North Carolina;Wayne County;7	precinct
4184	North Carolina;Cabarrus County;12-Dec	precinct
4191	North Carolina;Duplin County;TRANSFER	transfer
4197	North Carolina;Durham County;OS NCCU	vote-center
4200	North Carolina;Stanly County;20	precinct
4209	North Carolina;Burke County;34	precinct
4211	North Carolina;Mecklenburg County;72	precinct
4219	North Carolina;Mecklenburg County;44	precinct
4227	North Carolina;Wake County;Jan-41	precinct
4228	North Carolina;Stanly County;21	precinct
4236	North Carolina;Mecklenburg County;93	precinct
4237	North Carolina;Stanly County;ABS BY MAIL	absentee
4239	North Carolina;Mecklenburg County;82	precinct
4240	North Carolina;Cabarrus County;2-Nov	precinct
4241	North Carolina;Mecklenburg County;96	precinct
4242	North Carolina;Wake County;1-Jul	precinct
4245	North Carolina;Mecklenburg County;84	precinct
4247	North Carolina;Stokes County;1819	precinct
4256	North Carolina;Mecklenburg County;76	precinct
4265	North Carolina;Orange County;EA1	precinct
4268	North Carolina;Mecklenburg County;23	precinct
4275	North Carolina;Wake County;27-Jan	precinct
4278	North Carolina;Ashe County;9	precinct
4282	North Carolina;Watauga County;ONE STOP WWCC	vote-center
4288	North Carolina;Wake County;4-Aug	precinct
4293	North Carolina;Union County;32	precinct
4295	North Carolina;Surry County;4	precinct
4297	North Carolina;Mitchell County;5	precinct
4299	North Carolina;Watauga County;4	precinct
4301	North Carolina;Stanly County;10	precinct
4302	North Carolina;Buncombe County;ONESTOP-NABL	vote-center
4303	North Carolina;Mecklenburg County;30	precinct
4304	North Carolina;Northampton County;WOPO	precinct
4306	North Carolina;Richmond County;9	precinct
4309	North Carolina;Wayne County;3	precinct
4319	North Carolina;Gaston County;7	precinct
4325	North Carolina;Mecklenburg County;77	precinct
4327	North Carolina;Transylvania County;TRANSFER	transfer
4329	North Carolina;Mitchell County;7	precinct
4330	North Carolina;Wake County;7-Dec	precinct
4333	North Carolina;Mecklenburg County;29	precinct
4334	North Carolina;Mecklenburg County;56	precinct
4337	North Carolina;Gaston County;2	precinct
4341	North Carolina;Stanly County;OS BOE	board-of-elections
4346	North Carolina;Franklin County;7	precinct
4350	North Carolina;New Hanover County;OS PVL	vote-center
4354	North Carolina;Robeson County;9	precinct
4356	North Carolina;Wake County;OSOP	vote-center
4360	North Carolina;Cabarrus County;5-Feb	precinct
4363	North Carolina;Stokes County;ONE STOP WALNUT COVE	vote-center
4365	North Carolina;Cabarrus County;9-Apr	precinct
4370	North Carolina;Cabarrus County;9-Dec	precinct
4371	North Carolina;Craven County;CFB8	precinct
4374	North Carolina;Stanly County;17	precinct
4379	North Carolina;Wake County;30-Jan	precinct
4380	North Carolina;Wake County;14-Jan	precinct
4386	North Carolina;Pitt County;101	precinct
4387	North Carolina;Wake County;3-Sep	precinct
4389	North Carolina;Alamance County;2	precinct
4390	North Carolina;Mecklenburg County;85	precinct
4393	North Carolina;Davie County;2	precinct
4394	North Carolina;Gaston County;3	precinct
4397	North Carolina;Durham County;OS ERU	vote-center
4403	North Carolina;Wayne County;OS LIB	vote-center
4404	North Carolina;Cabarrus County;13-Apr	precinct
4406	North Carolina;Wake County;7-May	precinct
4407	North Carolina;Avery County;7	precinct
4409	North Carolina;Stokes County;ONE STOP DANBURY	vote-center
4411	North Carolina;Forsyth County;11	precinct
4413	North Carolina;Mecklenburg County;53	precinct
4424	North Carolina;Edgecombe County;ONE STOP ROCKY MOUNT 2	vote-center
4425	North Carolina;Forsyth County;14	precinct
4428	North Carolina;Wake County;28-Jan	precinct
4433	North Carolina;Durham County;5	precinct
4435	North Carolina;Lincoln County;OS LINCOLN	vote-center
4436	North Carolina;Durham County;2	precinct
4441	North Carolina;Mecklenburg County;46	precinct
4444	North Carolina;Ashe County;7	precinct
4445	North Carolina;Watauga County;ONE STOP DEEP GAP	vote-center
4447	North Carolina;Wake County;OSFV	vote-center
4449	North Carolina;Johnston County;ABSENTEE	absentee
4453	North Carolina;Wake County;OSLOB	vote-center
4455	North Carolina;Craven County;VE14	precinct
4456	North Carolina;Richmond County;3	precinct
4457	North Carolina;Rowan County;7	precinct
4463	North Carolina;Davie County;ONE STOP	vote-center
4469	North Carolina;Gaston County;DALLAS	vote-center
4474	North Carolina;Cabarrus County;9-Feb	precinct
4476	North Carolina;Surry County;9	precinct
4478	North Carolina;Richmond County;4	precinct
4479	North Carolina;Edgecombe County;ONE STOP TARBORO 1	vote-center
4480	North Carolina;Wake County;Jan-50	precinct
4485	North Carolina;Watauga County;2	precinct
4486	North Carolina;Mecklenburg County;67	precinct
4490	North Carolina;Wake County;6-May	precinct
4494	North Carolina;Wake County;16-Apr	precinct
4496	North Carolina;Mitchell County;9	precinct
4498	North Carolina;Swain County;TRANSFER	transfer
4501	North Carolina;Bertie County;ABSENTEE BY MAIL	absentee
4502	North Carolina;Wake County;6-Feb	precinct
4507	North Carolina;Forsyth County;33	precinct
4509	North Carolina;Buncombe County;1.1	precinct
4513	North Carolina;Mecklenburg County;61	precinct
4518	North Carolina;Craven County;2	precinct
4522	North Carolina;Cumberland County;OS C	vote-center
4524	North Carolina;Mecklenburg County;26	precinct
4527	North Carolina;Davidson County;OS BOE	board-of-elections
4531	North Carolina;Dare County;ABSENTEE MAIL	absentee
4532	North Carolina;Orange County;RE	precinct
4535	North Carolina;Hertford County;ABSENTEE	absentee
4536	North Carolina;Catawba County;6	precinct
4538	North Carolina;Cumberland County;SL78-3	precinct
4539	North Carolina;Scotland County;16-Jan	precinct
4547	North Carolina;Mecklenburg County;45	precinct
4549	North Carolina;Macon County;7	precinct
4551	North Carolina;Gaston County;9	precinct
4555	North Carolina;Stanly County;22	precinct
4557	North Carolina;Mecklenburg County;94	precinct
4558	North Carolina;Gaston County;8	precinct
4561	North Carolina;Forsyth County;12	precinct
4563	North Carolina;Mecklenburg County;20	precinct
4564	North Carolina;Union County;27	precinct
4571	North Carolina;Avery County;4	precinct
4577	North Carolina;Stanly County;28	precinct
4580	North Carolina;Stanly County;OS LOC	vote-center
4584	North Carolina;Mecklenburg County;90	precinct
4585	North Carolina;Avery County;5	precinct
4587	North Carolina;Union County;5	precinct
4591	North Carolina;Stokes County;8	precinct
4593	North Carolina;Brunswick County;9	precinct
4597	North Carolina;Wake County;9-Jul	precinct
4604	North Carolina;Cabarrus County;1-Nov	precinct
4605	North Carolina;Alamance County;5	precinct
4609	North Carolina;Mecklenburg County;19	precinct
4615	North Carolina;Davidson County;OS TLIB	vote-center
4616	North Carolina;Stanly County;25	precinct
4619	North Carolina;Pitt County;ONE STOP COMMUNITY SCH	vote-center
4620	North Carolina;Mecklenburg County;57	precinct
4621	North Carolina;Mecklenburg County;15	precinct
4623	North Carolina;Richmond County;2	precinct
4627	North Carolina;Mecklenburg County;21	precinct
4629	North Carolina;Perquimans County;TRANSFER	transfer
4631	North Carolina;Union County;10	precinct
4639	North Carolina;Wake County;Jan-47	precinct
4643	North Carolina;Durham County;4	precinct
4644	North Carolina;Wake County;Jan-49	precinct
4645	North Carolina;Davie County;4	precinct
4646	North Carolina;Davie County;8	precinct
4647	North Carolina;Moore County;ONE STOP PFD	vote-center
4650	North Carolina;Wake County;11-Aug	precinct
4660	North Carolina;Warren County;1	precinct
4662	North Carolina;Cumberland County;OS B	vote-center
4663	North Carolina;Warren County;12	precinct
4667	North Carolina;Burke County;64	precinct
4669	North Carolina;Pitt County;ONE STOP COUNTY OFFICE	vote-center
4670	North Carolina;Mecklenburg County;74	precinct
4678	North Carolina;Bertie County;ONE STOP LOB	vote-center
4684	North Carolina;Alamance County;ONE STOP 2	vote-center
4687	North Carolina;Caldwell County;ONE STOP GFR	vote-center
4692	North Carolina;Mecklenburg County;17	precinct
4695	North Carolina;Cabarrus County;ONE STOP	vote-center
4696	North Carolina;Forsyth County;53	precinct
4698	North Carolina;Forsyth County;15	precinct
4700	North Carolina;Durham County;7	precinct
4704	North Carolina;Union County;33	precinct
4707	North Carolina;Forsyth County;67	precinct
4708	North Carolina;Craven County;CLR4	precinct
4709	North Carolina;Forsyth County;54	precinct
4710	North Carolina;New Hanover County;OS NLB	vote-center
4712	North Carolina;Hoke County;3	precinct
4715	North Carolina;Wake County;2-Jul	precinct
4716	North Carolina;Watauga County;ONE STOP BLOWING ROCK	vote-center
4717	North Carolina;Wake County;Jan-51	precinct
4725	North Carolina;Stanly County;15	precinct
4732	North Carolina;Mecklenburg County;13	precinct
4733	North Carolina;Warren County;13	precinct
4738	North Carolina;Union County;21	precinct
4745	North Carolina;Cabarrus County;1-Apr	precinct
4749	North Carolina;Watauga County;ONE STOP ASU	vote-center
4753	North Carolina;Cumberland County;TRANSFER	transfer
4759	North Carolina;Mecklenburg County;35	precinct
4760	North Carolina;Moore County;ONE STOP AG	vote-center
4763	North Carolina;Wake County;1-Sep	precinct
4765	North Carolina;Wake County;8-Aug	precinct
4768	North Carolina;Ashe County;3	precinct
4770	North Carolina;Wake County;17-Jan	precinct
4772	North Carolina;Cabarrus County;8-Jan	precinct
4780	North Carolina;Catawba County;3	precinct
4784	North Carolina;Burke County;13	precinct
4789	North Carolina;Franklin County;3	precinct
4793	North Carolina;Mecklenburg County;54	precinct
4798	North Carolina;Lee County;ONE STOP BOE	vote-center
4799	North Carolina;Wake County;8-Dec	precinct
4801	North Carolina;Transylvania County;PROVISIONAL	provisional
4803	North Carolina;Cabarrus County;Oct-00	precinct
4804	North Carolina;Wake County;5-Feb	precinct
4807	North Carolina;Columbus County;E COLUMBUS OS	vote-center
4815	North Carolina;Burke County;39	precinct
4817	North Carolina;Wayne County;2	precinct
4818	North Carolina;Wake County;26-Jan	precinct
4820	North Carolina;Edgecombe County;104	precinct
4822	North Carolina;Wake County;6-Apr	precinct
4824	North Carolina;Edgecombe County;102	precinct
4828	North Carolina;Wayne County;OS MTO	vote-center
4829	North Carolina;Wake County;7-Jan	precinct
4830	North Carolina;Buncombe County;4.1	precinct
4832	North Carolina;Macon County;ONE STOP HOS	vote-center
4834	North Carolina;Wake County;19-21	precinct
4838	North Carolina;Buncombe County;ONESTOP-AVML	vote-center
4843	North Carolina;Stanly County;TRANSFER	transfer
4848	North Carolina;Surry County;ONE STOP	vote-center
4849	North Carolina;Mcdowell County;PROVISIONAL	provisional
4855	North Carolina;Lincoln County;ABSENTEE MAIL	absentee
4860	North Carolina;Stokes County;ONE STOP KING	vote-center
4861	North Carolina;Warren County;7	precinct
4866	North Carolina;Wake County;16-10	precinct
4868	North Carolina;Union County;6	precinct
4870	North Carolina;Wake County;5-Jul	precinct
4876	North Carolina;Wake County;OSME	vote-center
4877	North Carolina;Wake County;5-Apr	precinct
4878	North Carolina;Wayne County;1920	precinct
4882	North Carolina;Mecklenburg County;42	precinct
4884	North Carolina;Mecklenburg County;50	precinct
4888	North Carolina;Wake County;19-20	precinct
4894	North Carolina;Union County;36	precinct
4898	North Carolina;Robeson County;STP	vote-center
4899	North Carolina;Wayne County;9	precinct
4906	North Carolina;Macon County;9	precinct
4912	North Carolina;Davie County;3	precinct
4916	North Carolina;Mecklenburg County;24	precinct
4924	North Carolina;Mecklenburg County;8	precinct
4929	North Carolina;Wake County;PROVI	provisional
4930	North Carolina;Scotland County;4	precinct
4936	North Carolina;Wake County;Jan-37	precinct
4938	North Carolina;Mecklenburg County;PROVISIONAL	provisional
4940	North Carolina;Cabarrus County;3-Apr	precinct
4948	North Carolina;Ashe County;4	precinct
4951	North Carolina;Burke County;24	precinct
4953	North Carolina;Union County;14	precinct
4962	North Carolina;Mcdowell County;ONE STOP	vote-center
4963	North Carolina;Wake County;Jan-36	precinct
4974	North Carolina;New Hanover County;OS GVT	vote-center
4985	North Carolina;Mecklenburg County;33	precinct
4997	North Carolina;Watauga County;6	precinct
4999	North Carolina;Swain County;ONE STOP	vote-center
5000	North Carolina;Wake County;Jan-48	precinct
5002	North Carolina;Franklin County;8	precinct
5004	North Carolina;Lee County;ONE STOP MCSWAIN	vote-center
5009	North Carolina;Forsyth County;92	precinct
5013	North Carolina;Orange County;ABSENTEE	absentee
5014	North Carolina;Watauga County;9	precinct
5017	North Carolina;Edgecombe County;701	precinct
5018	North Carolina;Alamance County;4	precinct
5030	North Carolina;Mcdowell County;4-Mar	precinct
5042	North Carolina;Buncombe County;ONESTOP-BMBL	vote-center
5043	North Carolina;Sampson County;ONE STOP	vote-center
5047	North Carolina;Surry County;32	precinct
5049	North Carolina;Wayne County;5	precinct
5056	North Carolina;Macon County;5	precinct
5059	North Carolina;Bladen County;BLDBORO SPAULD MON	vote-center
5060	North Carolina;Mecklenburg County;55	precinct
5065	North Carolina;Mecklenburg County;41	precinct
5071	North Carolina;Warren County;3	precinct
5075	North Carolina;Mecklenburg County;71	precinct
5076	North Carolina;Burke County;53	precinct
5078	North Carolina;Wake County;Jan-43	precinct
5081	North Carolina;Robeson County;REDS	vote-center
5082	North Carolina;Wake County;3-Aug	precinct
5083	North Carolina;Burke County;19	precinct
5086	North Carolina;Stokes County;9	precinct
5089	North Carolina;Cumberland County;OS E	vote-center
5090	North Carolina;Robeson County;2	precinct
5095	North Carolina;Watauga County;3	precinct
5109	North Carolina;Cumberland County;OS G	vote-center
5112	North Carolina;Caldwell County;ONE STOP RC	vote-center
5113	North Carolina;Rowan County;1	precinct
5116	North Carolina;Wake County;OSKD	vote-center
5121	North Carolina;Wake County;12-Apr	precinct
5125	North Carolina;Nash County;OS ROCKY MOUNT	vote-center
5126	North Carolina;Halifax County;ONE STOP WELDON	vote-center
5133	North Carolina;Stanly County;7	precinct
5134	North Carolina;Warren County;8	precinct
5140	North Carolina;Wake County;20-Apr	precinct
5143	North Carolina;Durham County;6	precinct
5144	North Carolina;Wake County;10-Aug	precinct
5149	North Carolina;Union County;22	precinct
5154	North Carolina;Alamance County;1	precinct
5158	North Carolina;Wake County;16-Jan	precinct
5163	North Carolina;Catawba County;4	precinct
5164	North Carolina;Transylvania County;ONE STOP	vote-center
5166	North Carolina;Wayne County;2530	precinct
5167	North Carolina;Wake County;1-Jan	precinct
5168	North Carolina;Gaston County;LIBRARY	vote-center
5172	North Carolina;Pitt County;PROVISIONAL	provisional
5173	North Carolina;Pitt County;TRANSFER	transfer
5175	North Carolina;Burke County;35	precinct
5177	North Carolina;Union County;26	precinct
5179	North Carolina;Alamance County;64	precinct
5186	North Carolina;Forsyth County;43	precinct
5187	North Carolina;Wake County;10-Apr	precinct
5189	North Carolina;Wake County;OSAV	vote-center
5190	North Carolina;Cabarrus County;May-00	precinct
5192	North Carolina;Wake County;4-Oct	precinct
5199	North Carolina;Wake County;1-May	precinct
5204	North Carolina;Wake County;3-Jan	precinct
5208	North Carolina;Jackson County;OS WCU	vote-center
5214	North Carolina;Wake County;12-Jul	precinct
5215	North Carolina;Catawba County;7	precinct
5216	North Carolina;Davidson County;4	precinct
5217	North Carolina;Forsyth County;66	precinct
5219	North Carolina;Avery County;9	precinct
5220	North Carolina;Warren County;11	precinct
5225	North Carolina;Pitt County;ONE STOP AG CENTER	vote-center
5228	North Carolina;Surry County;30	precinct
5233	North Carolina;Ashe County;8	precinct
5235	North Carolina;Wake County;9-Aug	precinct
5237	North Carolina;Haywood County;ONE STOP SRC	vote-center
5238	North Carolina;Polk County;ONE STOP	vote-center
5247	North Carolina;Buncombe County;2.1	precinct
5249	North Carolina;Wake County;17-Apr	precinct
5251	North Carolina;Robeson County;4	precinct
5253	North Carolina;Wake County;3-Jul	precinct
5255	North Carolina;Cabarrus County;2-Jan	precinct
5258	North Carolina;Robeson County;FAIR	vote-center
5261	North Carolina;Cabarrus County;8-Feb	precinct
5264	North Carolina;Scotland County;25-Feb	precinct
5265	North Carolina;Union County;24	precinct
5268	North Carolina;Beaufort County;OS AURORA	vote-center
5272	North Carolina;Wake County;4-Dec	precinct
5274	North Carolina;Cabarrus County;1-Feb	precinct
5279	North Carolina;Watauga County;5	precinct
5280	North Carolina;Wake County;11-Jul	precinct
5281	North Carolina;Union County;40	precinct
5283	North Carolina;Nash County;OS MOUNT PLEASANT	vote-center
5295	North Carolina;Pitt County;ONE STOP WINTERVILLE	vote-center
5303	North Carolina;Wake County;2-Sep	precinct
5304	North Carolina;Transylvania County;ABSENTEE	absentee
5310	North Carolina;Carteret County;OTBEG	precinct
5311	North Carolina;Mecklenburg County;4	precinct
5315	North Carolina;Pitt County;601	precinct
5317	North Carolina;Northampton County;GAPL	precinct
5320	North Carolina;Swain County;PROVISIONAL	provisional
5324	North Carolina;Wake County;Jan-38	precinct
5326	North Carolina;Forsyth County;68	precinct
5334	North Carolina;Avery County;1	precinct
5335	North Carolina;Wake County;10-Jan	precinct
5336	North Carolina;Buncombe County;ONESTOP-ECBL	vote-center
5337	North Carolina;Wake County;21-Apr	precinct
5339	North Carolina;Mecklenburg County;87	precinct
5342	North Carolina;Wake County;3-May	precinct
5343	North Carolina;Davidson County;6	precinct
5349	North Carolina;Mecklenburg County;12	precinct
5350	North Carolina;Cabarrus County;4-Jan	precinct
5358	North Carolina;Anson County;WADES	precinct
5359	North Carolina;Wake County;3-Oct	precinct
5364	North Carolina;Davie County;5	precinct
5369	North Carolina;Wake County;ABSEN	absentee
5371	North Carolina;Mecklenburg County;62	precinct
5374	North Carolina;Perquimans County;ONE STOP	vote-center
5376	North Carolina;Richmond County;6	precinct
5391	North Carolina;Wake County;3-Feb	precinct
5395	North Carolina;Mecklenburg County;9	precinct
5398	North Carolina;Franklin County;9	precinct
5400	North Carolina;Burke County;15	precinct
5403	North Carolina;Mecklenburg County;79	precinct
5407	North Carolina;Forsyth County;75	precinct
5409	North Carolina;Forsyth County;21	precinct
5420	North Carolina;Wake County;5-Jun	precinct
5423	North Carolina;Cabarrus County;11-Apr	precinct
5427	North Carolina;Forsyth County;65	precinct
5429	North Carolina;Buncombe County;ONESTOP-COXE	vote-center
5436	North Carolina;Macon County;1	precinct
5437	North Carolina;Wayne County;1	precinct
5438	North Carolina;Surry County;29	precinct
5447	North Carolina;Pitt County;701	precinct
5454	North Carolina;Orange County;WW1	precinct
5456	North Carolina;Beaufort County;OS BELHAVEN	vote-center
5460	North Carolina;Cabarrus County;3-Feb	precinct
5463	North Carolina;Richmond County;5	precinct
5468	North Carolina;Stokes County;7	precinct
5470	North Carolina;Wake County;21-Jan	precinct
5471	North Carolina;Durham County;9	precinct
5473	North Carolina;Wake County;Jan-35	precinct
5481	North Carolina;Union County;23	precinct
5482	North Carolina;Hyde County;ONE STOP OCK	vote-center
5483	North Carolina;Cabarrus County;6-Dec	precinct
5487	North Carolina;Robeson County;7	precinct
5491	North Carolina;Surry County;31	precinct
5496	North Carolina;Mecklenburg County;47	precinct
5497	North Carolina;Wake County;4-Jun	precinct
5501	North Carolina;Mecklenburg County;11	precinct
5502	North Carolina;Henderson County;TRANSFER	transfer
5508	North Carolina;Wake County;Jan-45	precinct
5512	North Carolina;Stanly County;13	precinct
5522	North Carolina;Northampton County;JARE	precinct
5524	North Carolina;Burke County;31	precinct
5529	North Carolina;Johnston County;CLAYTON OS	vote-center
5530	North Carolina;Wake County;19-Apr	precinct
5531	North Carolina;Wake County;1-Feb	precinct
5542	North Carolina;Wake County;25-Jan	precinct
5545	North Carolina;Jackson County;OS CUL	vote-center
5550	North Carolina;Columbus County;TABOR CITY OS	vote-center
5551	North Carolina;Mecklenburg County;95	precinct
5557	North Carolina;Henderson County;OS ETOWAH	vote-center
5558	North Carolina;Wake County;6-Jul	precinct
5562	North Carolina;Hyde County;ONE STOP BOE	vote-center
5565	North Carolina;Rowan County;4	precinct
5566	North Carolina;Bladen County;BLADEN BOE	board-of-elections
5568	North Carolina;Orange County;OS UM	vote-center
5571	North Carolina;Burke County;36	precinct
5573	North Carolina;Pitt County;501	precinct
5574	North Carolina;Forsyth County;71	precinct
5577	North Carolina;Warren County;6	precinct
5581	North Carolina;Forsyth County;64	precinct
5582	North Carolina;Wake County;19-18	precinct
5585	North Carolina;Forsyth County;55	precinct
5586	North Carolina;Craven County;7	precinct
5598	North Carolina;Wake County;8-Apr	precinct
5609	North Carolina;Scotland County;Jun-89	precinct
5615	North Carolina;Orange County;HE	precinct
5620	North Carolina;Burke County;21	precinct
5635	North Carolina;Buncombe County;8.2	precinct
5637	North Carolina;Wake County;6-Jun	precinct
5638	North Carolina;Burke County;12	precinct
5645	North Carolina;Brunswick County;2	precinct
5651	North Carolina;Buncombe County;8.3	precinct
5653	North Carolina;Buncombe County;6.1	precinct
5654	North Carolina;Mecklenburg County;28	precinct
5659	North Carolina;Pitt County;401	precinct
5661	North Carolina;Forsyth County;13	precinct
5665	North Carolina;Cabarrus County;8-Dec	precinct
5669	North Carolina;Wake County;8-May	precinct
5670	North Carolina;Durham County;OS NRL	vote-center
5671	North Carolina;Swain County;ABSENTEE	absentee
5672	North Carolina;Richmond County;8	precinct
5677	North Carolina;Wake County;4-Apr	precinct
5681	North Carolina;Ashe County;CURBSIDE	curbside
5682	North Carolina;Johnston County;ARCHER LODGE OS	vote-center
5695	North Carolina;Mitchell County;4	precinct
5701	North Carolina;Mecklenburg County;52	precinct
5704	North Carolina;Hoke County;5	precinct
